Gene	Chip_FC	RNA_FC
osbpl5	2.0100000000000002	1.284820778
cxcl14	0.72	-1.024236834
plekha3	0.44	1.459687226
gtpbp10	-0.8099999999999999	2.206634929
ckb(1of2)	-1.21	-1.468831998
LOC107395481	0.5	1.393087354
lman1	-0.49	-2.4427407
eya4	-2.06	-1.74994227
itga9	0.45	1.43868814
ribc2	-0.64	1.036503338
shq1	0.4	1.206262092
pon2(2of2)	0.65	1.000809824
katnbl1	-0.37	-1.616228163
mnt(2of2)	2.505	1.557808789
rnf115(1of2)	1.14	2.670590459
foxo4	0.44	1.886987923
nr2f2(3of3)	-0.96	-1.618207112
tab3	0.37	1.106598935
taf10(2of2)	-0.38	-1.018628612
nrf1	-0.7150000000000001	-1.258220809
nsun5	0.38	1.200098513
cbx1(2of3)	-0.41	-1.911134148
eea1	2.6399999999999997	1.427079313
gcdh	2.815	2.433132273
abcd1	0.43	3.829764397
nfatc1(1of2)	0.73	2.65713638
plxdc2(2of2)	-0.57	-1.218209125
ints2	2.68	1.552283326
dgat1(3of3)	-1.7999999999999998	-2.033732093
ckap5	-0.36	-1.269722636
metap2(1of2)	-0.44	2.152062403
aebp2(2of2)	-0.41	-2.592534087
cep85l	0.4	1.165728215
dusp10(1of2)	-1.85	-1.322607424
ttc25	-1.33	-2.553907954
ncmap	-4.09	-1.768705202
maoa(1of3)	-1.0	-1.380297101
ctsf	1.02	1.749381745
psma4	-0.42	-1.75875547
adss(1of2)	-0.38	-2.748104246
ift52	-0.4	1.081566207
eif1	-0.37	2.865569284
pitx2(2of2)	-1.65	-2.635770602
irs1(3of3)	0.54	1.994613798
ntpcr	0.655	1.3553058
ccdc28b	0.565	-1.391987977
st3gal2(2of2)	0.64	1.958425215
nkx6-1	-0.7066666666666667	-1.223703437
barx1	-2.5	-6.17279814
sgsm3	0.56	2.147764442
isl1	-3.88	-1.344461427
tnfrsf14(2of2)	0.49	1.514563727
hspa8(3of3)	-0.36	3.599277494
eif4a1	-0.42	1.603104394
rpl14	-0.42	2.310154145
nsa2	-0.39	2.373158617
grina(4of4)	0.48	1.059524106
usf1	-0.43	-1.065085351
hspa12b	0.6000000000000001	1.158739982
c9orf64	-3.0749999999999997	-1.978284275
mboat2(1of2)	0.45749999999999996	2.482104361
itga4	-1.23	-1.119764155
lrrc8d(3of3)	-1.0899999999999999	-1.275320774
mycbpap	-1.11	-1.661844662
lamtor1	0.36	2.018855668
prdm12(1of2)	-1.3	-1.73235218
trpc4ap	-0.34	1.075024731
ppp3ca(3of5)	-0.35	-1.272215661
haus7	-0.59	-1.388837879
ak7(1of3)	-1.3	1.922975685
tpt1	-0.38	2.675544375
ndufaf7	-0.37	1.507619842
mecp2(2of2)	-1.355	1.595246554
cbx2(2of2)	-0.4	1.072062573
pdia5	-0.48	-1.664638446
ndrg3(2of2)	0.53	3.595501896
smc5	1.14	-1.057519521
ace(1of6)	-4.33	-2.929870602
actr3(2of3)	-0.39	-1.940073806
rab9b	0.4	1.472034675
rab21	0.39	2.583462696
bri3	0.39	1.918906593
dffb	-1.02	-1.107064151
manf	-0.49	-2.432965633
LOC107395802	-1.3	-2.543950326
hmgb2(1of2)	-0.37	-2.850366828
tcp11l2	0.4	1.355671722
vsx2(2of2)	-4.39	-5.132168173
col15a1(3of5)	-4.96	-3.823081201
rwdd4	-0.46	3.975480069
sptssa	2.61	1.810568188
txnrd3(2of2)	-0.36	-1.017866466
usp8	0.37	1.511407951
commd7	-0.63	-3.612002223
nek5	-4.94	2.774800137
slc41a2(1of2)	0.39	1.662191897
srsf3(1of2)	-0.34	-3.266745964
herc4(1of3)	0.35	1.043936669
srsf5	-0.38	-1.613055576
wt1(1of2)	-4.94	-2.158664372
ust	-3.1466666666666665	1.503065797
poc1a	-0.34	-2.104895607
tbx1(2of2)	-1.74	-1.435015765
smyd3	0.44	2.456483046
podxl2	-4.95	-3.834177481
lzts1	-1.67	-1.442974809
zfp26	0.38	1.777821522
b3gat3	-0.57	1.336520416
fhdc1(4of5)	-1.91	-1.32676001
prps2	1.9550000000000003	2.065502595
psma6(3of3)	-2.81	-1.730169481
fth1(7of8)	0.34	1.848085317
eml4(1of2)	-4.92	1.038690983
copz2	-2.65	-1.264506806
zfp646	-0.38	-1.260199007
slc20a2	-0.30500000000000005	1.217268318
gfra1(5of7)	-4.93	-2.587250582
atp2a2(4of4)	-0.35	1.122955601
phf20(1of2)	-0.43	-1.144257162
tbx5(2of2)	-1.82	-1.25771951
slc7a1(3of3)	1.03	1.160029548
tcp1	-0.37	3.48879195
slc25a12(1of2)	-2.1	-2.314982629
hax1	-2.475	1.753710457
bmp7(5of5)	-1.34	-2.569727703
stap2(1of2)	2.01	1.993285114
matk	-1.835	3.984631852
barx2	-1.93	-1.494430151
ddx3x	-0.36	-1.094719526
vldlr(2of2)	0.34	1.493383223
crabp2(1of2)	-4.91	-2.291058588
dlx1(2of2)	-1.01	-2.200006582
dhrs3	-0.56	-1.922949195
bmper	-0.64	-1.109100712
LOC107378660	-3.29	-1.134355643
drap1	-0.35	-1.060015032
zfp362(2of2)	-0.35	-1.197908223
nup133	-0.42	-1.84434799
npl	0.42	2.184794581
znf234(2of5)	5.09	1.69609397
nagk(2of2)	-4.87	-3.387325245
csk(2of2)	-0.6599999999999999	1.388337013
tmem179(1of2)	1.39	2.807372175
dek	-0.4	-2.210007254
tlcd2	0.37	1.08916169
mmp15	0.53	-1.354493889
srp19	-0.36	-1.18509694
csnk1g2	-0.38	1.069961992
cav3	-4.34	-1.09986458
cxxc5(2of2)	0.33	1.807618492
dll1(3of5)	-1.14	-1.477006208
pcgf6	-0.41	-1.205997852
ddx47	-0.46	1.237143998
fam129b	0.375	1.448950057
klhl22	0.37	2.087587855
vwa8	-0.48	-1.365349671
eif4ebp2	0.38	2.650740651
ciart(2of3)	0.4	3.401923579
wdr45	0.45	1.72466931
slc27a2(1of3)	-1.88	-2.150649557
kansl2	0.35	2.780533424
stx18	0.35	2.155090655
tmem71	0.6866666666666665	1.097053814
tmem30a(2of3)	-0.48	-1.044025009
dmrta2	-1.67	-3.327065329
scamp5(2of2)	-0.57	-1.024698648
gpr137b(2of3)	0.67	2.378285659
mkl1	1.32	1.096600117
thsd7b	-4.87	-1.146302141
sh2d5	0.98	3.186352435
orc1(2of2)	1.84	-2.156764937
hmgn3	-0.37	-2.884231558
stard3nl	0.41	1.099002964
ephx2	0.75	1.096106586
vwde(1of3)	-1.64	-1.482665949
spata6	0.37	2.540171849
hoxb1(1of3)	1.23	1.874469257
fam177a1(1of3)	-1.31	-1.506078491
islr2(1of2)	-1.425	-1.474321393
dpysl5(3of3)	-2.2	-3.904356193
trappc2l	-0.43	-1.184811952
ranbp1	-0.31	-2.090513485
taf5l	-0.8200000000000001	-1.006737917
gpc1(1of2)	-2.15	-3.498188196
col9a1(1of3)	-3.96	-4.485501313
ncan(1of6)	-1.73	-3.478539473
tecta(4of5)	-4.85	-3.900754342
LOC107386916	-4.85	-2.15911137
pddc1	-0.55	-1.073463789
ai314180	-0.46	-1.050365402
cct2	-0.34	3.227546316
tpr(1of2)	-0.35	-1.056725608
arf4	0.4	2.488098631
b3gat1(2of2)	-4.52	-3.313153608
dusp22(1of2)	0.68	1.547262622
nit1	0.6	2.797802775
disp1	0.35	1.420689764
snrnp70	-0.34	-1.762324289
fam102a(2of2)	0.65	1.138785967
edrf1	-0.37	1.798793453
zdhhc3(1of3)	0.33	1.828401859
nsun3(1of2)	-0.41	1.570649658
larp6(1of2)	0.53	1.483287187
esrp1(1of2)	-0.8	-2.070347819
cspg4(1of3)	-4.83	-1.855389537
gng5(3of3)	-0.38	-1.68912714
fbn2(3of3)	-0.95	-1.414196365
htra1(1of2)	-1.74	-1.231105606
lhx1(1of2)	-2.365	-2.651148745
cetn3	-0.44	-1.579759276
scarf1	-4.83	1.2552009
smim11	2.21	1.904261477
ssh3	0.94	1.472554704
imp3	-0.41	-2.033826876
mcoln1(2of2)	0.39	1.165862502
lonrf1(2of2)	0.33	2.824048416
tbx15	-1.86	-1.826499884
klf3	0.53	1.143389674
cycs(2of2)	0.57	-1.800282672
col14a1(2of2)	-2.65	-4.715743352
blvrb(1of2)	-3.22	-5.835172473
mettl9	0.51	1.186222819
cerkl	-3.08	-1.929419952
col2a1(2of3)	-3.11	-6.220429972
cfap57	-1.25	1.541473513
emp2(3of3)	-0.02999999999999997	1.53264613
rax(2of3)	-2.473333333333333	-3.860192161
