id,qval,Log2Fold
rpp25,0.147033454,-0.31992708
ssrp1,0.147073855,0.154125032
otos,0.147133058,0.565343259
ankrd13a,0.147146215,0.188045149
metap2(2of2),0.147205742,-0.404478555
tmtc2(1of2),0.147243272,-0.250214997
ipcef1,0.147293029,-0.27219708
tigd1,0.147313104,0.233204214
wnt11,0.147368885,-0.18877669
znf208(3of4),0.147568016,0.208960312
chst5(1of5),0.147641761,-0.285301258
tcf25,0.14766198,-0.161529552
htr6(1of2),0.147663255,-0.295230099
tmem11,0.147804963,0.152496909
ube2d4(2of2),0.147861195,0.152116601
gabpa,0.147883367,0.163298756
impg2(1of6),0.147930697,0.204054682
supt5h(2of2),0.147936829,-0.163315726
LOC107374710,0.147991966,-0.29739446
ddb1,0.148111985,-0.161745323
lcmt2,0.148116974,-0.165675907
rxra(1of3),0.148211092,-0.19453309
smad2(2of2),0.148220548,-0.21415127
vps53,0.148328538,-0.157134107
fabp6(2of4),0.148450074,-0.303057948
efnb1,0.148452949,-0.23437818
rpl31,0.148467504,-0.171184757
tulp4(2of2),0.148513256,-0.162064327
kcna4,0.148514679,-0.269957581
arrdc3(8of8),0.1485172,0.284930321
mslnl(3of3),0.148599686,-0.293203092
mtss1(1of3),0.14874678,-0.177140854
hspd1,0.148754665,-0.223589129
zbed4(22of38),0.148775043,-0.204169594
anxa11(2of2),0.148805553,0.295667875
psen2,0.148863827,0.177935171
paip1,0.14894646,0.174703178
gnb2(2of2),0.149043457,0.153186256
cant1(2of2),0.149303604,0.237758
ulk2(2of2),0.149312935,-0.212276999
pax3(2of2),0.149320009,-0.18145456
naa10,0.149342802,0.153762055
slc25a24(2of3),0.149609443,0.185612754
prss16(1of2),0.149617802,-0.351728999
ephx2,0.149626211,-0.340172445
ptdss1(3of4),0.149644418,0.369583365
c4orf33,0.149658608,0.268561905
prc1(3of4),0.149671226,-0.186139133
tmem55b(1of2),0.149756877,0.169263392
naif1(2of3),0.149804416,-0.227899528
bcor(2of2),0.14990587,-0.159045179
nrxn1(1of2),0.14991399,0.185439168
tef,0.149960093,0.151793149
gucy2c(3of3),0.14996444,-0.301173396
igsf10(5of5),0.149979843,-0.415071204
zbtb38(2of2),0.150044943,-0.162865315
txlnb(2of2),0.150082766,0.163445897
foxp1(2of3),0.150130637,0.489788316
rspry1,0.150265435,0.218993802
arrb2(1of2),0.150349819,0.346979938
stx3(1of2),0.150431376,-0.319855471
znf235(5of148),0.150475949,0.288603318
gne,0.150505613,-0.223543286
mthfd1(2of2),0.150543033,0.153179672
brca1,0.15054314,-0.195918868
zic1(1of2),0.150583923,0.22284832
hla-dpb1(1of2),0.150739412,0.457688055
rdh12(7of7),0.150787239,0.295818049
smim13,0.150836366,0.151725951
ago4,0.150910263,-0.176863502
pi4ka(1of3),0.150914783,0.243035746
pak4,0.150941057,-0.256279211
ccr1(5of5),0.150955449,-0.235633415
pptc7(2of2),0.150960492,0.276542036
zmynd8(2of2),0.151091963,-0.186484857
cxorf57(2of2),0.151101474,0.194950702
cklf,0.151141172,-0.505083321
mgat1(1of2),0.151288017,0.339010451
pitpnc1(3of3),0.151496797,-0.353083776
LOC107391802,0.151527676,-0.645689751
polr2m,0.151587903,0.199425437
hoxd4(1of2),0.151766571,0.15899448
casc4,0.151794648,0.152774657
col20a1,0.151817139,-0.249773314
kiaa1462(1of3),0.151879578,-0.177202638
foxn2,0.151942751,-0.192721555
mapk7,0.151972577,-0.176694801
dennd4b,0.151997881,-0.180200317
kcnj16(2of2),0.152138483,-0.255023316
uqcr10,0.152170376,0.150880393
LOC107390449,0.152191063,-0.187115085
tacc3,0.152192531,0.238610694
gng7(1of2),0.152464077,-0.153311544
LOC107373660,0.152748781,0.211175048
wdr61,0.152767531,0.151354847
mafg(1of2),0.152800281,-0.218771123
rbm25(2of2),0.152840493,-0.232942894
zfp449(2of3),0.152906827,-0.373396939
igbp1,0.152922626,0.150642192
zfhx3(2of2),0.152926718,0.224992056
gabrp(3of3),0.152985184,0.206160875
herc2,0.153201558,-0.164936306
ccdc102a(2of2),0.15325977,-0.211512526
c14orf1,0.153387842,0.17759814
spata6,0.153472118,0.150190564
LOC107394224,0.153562262,-0.250556669
vps4b(2of2),0.15366714,0.20078719
ncoa5(1of2),0.153676903,-0.151478836
parm1,0.153752537,-0.33643939
kiaa1147(2of2),0.153763996,-0.183375197
tsen34,0.153784496,0.150426112
pld5(1of2),0.15383252,-0.321126866
rpl13,0.153932217,-0.220095482
snrnp35,0.153932342,0.167490859
adgrg4(5of6),0.154148307,0.191143948
sdccag8(1of2),0.15419471,-0.201768855
lurap1,0.154399105,-0.307180262
grina(4of4),0.154485645,0.216046302
zbed4(34of38),0.154576567,0.171787336
mrpl49,0.154803485,-0.188665132
psmc5,0.154811654,0.199176781
cldnd1(2of2),0.154909503,-0.195303928
rsph14,0.154963888,-0.266448177
lrrc59,0.155071412,0.169927195
eif2d,0.155139641,0.174462788
zbtb49,0.155254351,0.246541902
dhx34,0.15535979,-0.203402104
cox5b(3of3),0.155385354,0.178269553
tab3,0.15539517,0.159710251
c3orf80,0.155496299,-0.286605121
mcc,0.15554775,-0.222630664
thbd(1of2),0.155629524,0.309828997
LOC107376591,0.155639058,-0.283724014
smap2,0.155698036,-0.186094903
morc2b,0.155791841,0.14929089
uqcrh,0.155854324,0.16854588
c1orf109,0.155933439,-0.152992109
plbd1,0.155947684,-0.166633351
dck(3of3),0.155956018,-0.271958278
krit1,0.156009238,0.206212546
LOC107375194,0.156023707,-0.167256943
zfp280d,0.156035848,-0.174139347
ifrd1(2of2),0.156044716,0.221365943
slc44a2(2of3),0.156082893,-0.191073716
LOC107384595,0.156143116,-0.237808978
dtna,0.156193406,-0.274778892
larp4,0.156278541,0.149515033
spty2d1,0.156385081,-0.176329561
LOC107396305,0.156391386,-0.26027489
ttll6,0.156464262,-0.18940337
cadm4(1of4),0.156710691,-0.310865751
mrps14,0.156771953,0.179996549
rbfox3(2of2),0.156798097,0.296928281
fam135a,0.156825544,-0.183320477
akr1b10(2of4),0.156835289,-0.149909655
ndufa13,0.157018829,0.150929727
txndc15,0.157056463,0.187609021
vtcn1(3of4),0.157064471,-0.323820072
thg1l,0.157112772,0.170215629
slc6a15(3of3),0.15723323,-0.339716801
reep5(2of3),0.157246721,-0.288902282
ptpn2(2of2),0.157324911,0.167173397
ocm2(2of2),0.157333024,0.854375632
dnajc5(2of4),0.157359506,-0.24639498
LOC107393141,0.157463467,-0.525482352
msmo1,0.157576503,0.299973813
hla-dpa1(1of2),0.157699958,-0.505516
palm(2of2),0.157751939,0.155447421
zfp609(1of2),0.157807336,-0.154546984
lipc,0.157863537,-0.348912996
ube3a(1of2),0.157896252,-0.220429545
ankmy2,0.157964971,0.210929554
arhgef19(1of2),0.157969857,-0.313393995
LOC107387755,0.158045449,-0.367435696
myocd(2of2),0.158055965,-0.189776927
kifc3(1of2),0.158127904,-0.238738974
senp5(1of2),0.158234858,0.166359466
b3gnt5(3of3),0.158274961,-0.319430977
lyar,0.158343433,0.149576841
znf846(11of13),0.158350978,0.149115698
cpne8(1of5),0.158357004,-0.224480368
gata2(3of3),0.158376009,0.346242564
ppie,0.158561287,0.213998355
xk(2of2),0.158626108,0.200539632
pttg1ip(2of3),0.158626348,0.15295544
ufl1,0.158630461,0.149249415
mkks,0.15863401,0.202685742
tnip1(1of4),0.158698441,0.288363943
ccni,0.158766244,-0.164537534
lancl2,0.158771937,0.151984585
mlec,0.158851086,-0.439431017
znf235(142of148),0.158931373,-0.186084935
spock1,0.158937799,0.211835072
pomt1,0.159019443,-0.164904068
mgat4a(1of2),0.159042579,0.330200795
zbed1(6of6),0.159309783,-0.183543819
pex5,0.159386986,0.150840389
cdh15,0.159456224,0.256760515
LOC107375165,0.159477392,0.29504014
cmah,0.159507947,-0.268461541
prdm9,0.159555927,0.197235107
tfb1m,0.15968785,0.168955006
cpsf7,0.159915321,-0.147718377
slc22a15(2of2),0.159916772,0.334190502
nicn1,0.160226957,0.333016176
mxd4,0.160227625,-0.276528192
rsrc1,0.160350882,0.184420547
LOC107395500,0.160385722,-0.603075736
trim21(1of3),0.160420199,-0.243023601
agfg1(1of3),0.160449463,0.224508624
btn2a2(1of2),0.160653979,-0.206631607
lurap1l,0.160748195,0.222804716
mnt(2of2),0.160873586,-0.21023792
ppif(3of4),0.160950946,-0.156898269
als2(2of2),0.16117433,-0.200748333
tbc1d14(1of3),0.161199385,-0.232432366
msra(2of2),0.16122895,-0.148888637
creb3l2,0.16128151,-0.197183737
hoxa10(2of2),0.161419082,0.215376541
cltb,0.161466286,0.356994
glg1(1of2),0.161531979,-0.227787595
gfm2(1of2),0.161569146,-0.302485146
rpl10,0.161645348,-0.241137111
eps8l1(1of2),0.161666525,0.266991681
nomo1,0.161691996,-0.244848374
anks1a(2of2),0.161695619,-0.174455056
drp2,0.161721925,-0.287256997
rac2(1of6),0.161790069,0.196497014
gp5,0.161868379,0.372236586
cdh20,0.161947799,-0.261294744
abra(1of2),0.162151728,-0.40304173
smg6,0.162355541,-0.153997563
LOC107374599,0.162458016,-0.787606546
tmem26(2of2),0.162459341,-0.218238731
p2ry14,0.162480646,-0.269868327
fbxl22,0.162482163,-0.212145053
myh7(1of3),0.162502093,-0.299913367
dynlt1(3of3),0.162513463,-0.182629134
spg20(2of2),0.162709773,0.149281341
tmbim1(1of2),0.162725326,0.152772627
akr1b10(4of4),0.162841044,0.185551335
LOC107372986,0.16300477,-0.358274266
ppp2r5d(1of2),0.163088794,-0.154160027
pcolce2(1of3),0.16313847,0.249269107
dnd1(2of2),0.163214466,-0.669296642
hdac4(2of2),0.163275244,-0.161790934
cd274(2of2),0.163297176,-0.362276796
sik3,0.163324141,-0.248972208
nid1,0.163421244,-0.149050497
fam65b,0.163431047,-0.210715237
eif3e(2of2),0.163472696,-0.312871581
dhodh,0.163564835,0.225277119
matk,0.163657121,-0.286441584
pgp,0.163657498,-0.34698138
lonrf3(1of2),0.163685868,-0.295798566
duox2(2of2),0.163754564,-0.252733102
ndufb10,0.163781391,0.14631523
eef2kmt(2of2),0.163785774,0.384924453
trip11,0.163792079,-0.177265141
znf846(1of13),0.163803302,0.334151245
rad21(2of2),0.16383157,-0.297619511
usp4,0.163951215,-0.18206403
hoxa3,0.164077483,-0.197721935
adam22,0.164124277,-0.185481075
dgcr2,0.164138085,0.147919964
pde7a,0.164288275,-0.160879716
asph(2of2),0.164436842,-0.146709578
rere(2of2),0.164463934,-0.175417603
prpf6,0.164544399,0.146183094
hoxb1(3of3),0.164743054,0.194976642
fam160a2,0.165103004,-0.180057507
timm10b,0.165165429,0.257395979
harbi1(5of28),0.165187905,0.25980204
map2(2of2),0.165188484,-0.167835722
ncam1(1of3),0.165308411,-0.199070627
mylk(2of3),0.165368763,0.164163296
cadm2(2of3),0.165616174,-0.214404543
znf235(102of148),0.165777993,0.146200786
hsd11b1(2of2),0.165842107,-0.252890286
syce2,0.165921332,0.817202367
manea,0.16592752,0.213287919
znf235(117of148),0.165936078,0.255696521
hspbap1,0.16599658,-0.146701185
mrpl18,0.166014202,0.145627573
lactb,0.166130842,-0.22862398
lypla1,0.166214637,0.198897106
srrm2,0.166263721,-0.171053461
prpf38b,0.166354422,-0.148512369
idua,0.16648944,0.185394212
tdrp,0.166742373,0.23586321
alkbh3,0.166755898,0.181739553
prpf40a(1of2),0.166832191,-0.28816232
slc1a3(2of3),0.166980855,-0.391662755
ptprd(2of5),0.167088485,-0.14592809
tgfb3(1of2),0.167108206,0.280597558
ppp1r9a(2of3),0.167223472,-0.180114166
pdlim7(1of2),0.167387522,0.378659432
zfp560(2of8),0.167388986,-0.237742012
fitm1(2of2),0.167448082,0.480431575
bicc1(1of2),0.167486622,-0.149762618
znf81,0.167493103,-0.273505242
plekha7(2of3),0.167643777,-0.165340375
gtf2ird2b(1of4),0.167670926,-0.35216386
epas1(2of2),0.167832905,-0.389110766
zfp142,0.167906469,-0.210011579
mtss1(2of3),0.167953926,-0.183451537
atp6v0a1(1of2),0.167966117,-0.159047534
nosip,0.168112802,0.145035033
tsr1,0.168242818,0.150539123
agfg1(3of3),0.168246735,-0.235047373
cmc1,0.168342941,0.206829284
rab8b(1of2),0.168420265,0.162435611
znf28,0.168434507,0.20962631
lsm8,0.168572466,0.169525217
mbd2,0.16873863,0.215285371
zfp830,0.168761428,0.186720571
zbtb24,0.168820375,0.195690059
hes1(2of3),0.168920049,0.288417339
plekha7(1of3),0.168925326,0.193641537
saal1,0.168926005,0.242870808
lrrc73,0.168973885,-0.345359355
slc2a6,0.169005961,-0.304930102
esrrg(3of4),0.169099536,-0.24209884
eya3,0.169100212,0.219946917
ndp,0.169154618,-0.259935956
myo9b(1of2),0.169171636,-0.258771023
dctn6(2of2),0.169348021,0.544316406
ybx1,0.169399413,0.168452472
isg20l2,0.169482667,0.246542278
stra6(3of3),0.169536386,0.256806802
map3k2,0.16955924,-0.153828176
lrrtm4(3of4),0.169594917,-0.367995596
gja3(3of9),0.169614861,-0.311424211
dhdh(3of3),0.169616584,-0.185893392
guk1(2of2),0.169631176,-0.510938509
LOC107383008,0.169757167,-0.37718691
tprg1l(2of2),0.169792764,0.365252632
LOC107373021,0.17005147,-0.525198639
sec63,0.170138214,0.179068776
lama4(2of2),0.1701405,-0.312213792
znf84(3of4),0.170216975,0.311452561
lrpprc,0.170255221,-0.158447543
ets1(3of3),0.170382042,0.243339855
gna11,0.170417696,0.602701664
pfkm(1of2),0.170479682,-0.211695446
uba1(1of2),0.170541592,0.144325324
pgap2(2of2),0.170638359,0.300156547
anxa13(2of2),0.17064326,-0.320693638
adi1,0.170683946,0.189635125
pdia4,0.170730489,0.234889099
ptger4(1of4),0.170735233,-0.201468727
smg5,0.170749351,-0.152231266
mkl1,0.170798263,-0.155954452
fzd2(2of2),0.170824024,0.26464159
pip5k1a(2of2),0.170953926,-0.152532172
znf235(15of148),0.170965569,-0.179340205
sh2b3,0.171016672,-0.264524316
msi1(2of2),0.17107173,-0.247860072
slc1a1(3of5),0.171129235,-0.317914698
per1,0.171178241,-0.15566718
rap1gap(2of3),0.171223645,-0.344247075
nptxr(2of2),0.171236594,-0.237427628
kiaa1328,0.171243202,0.291609572
armt1,0.171430873,0.198173188
klhl3,0.171437693,0.153844208
tmem43,0.171440713,0.1927827
cox6a1(1of2),0.171444492,0.168361674
lin52,0.171465237,0.289004416
mrpl40,0.171466157,0.208311693
bre,0.171589458,0.220492074
haus5,0.171602844,0.179259722
dclk2(2of2),0.171795928,-0.20941917
rell1,0.171834784,0.152312358
nfe2l1(1of2),0.171884852,0.363399026
alg10,0.171909471,0.314467994
chd9,0.172071599,-0.217935299
chtf18,0.172156309,-0.200034609
mtmr10,0.172165596,0.163857467
zfyve1(2of4),0.172182975,0.171888755
fam181a,0.17232574,-0.237221954
def6(2of2),0.172358197,0.193172324
nfatc1(1of2),0.172369013,-0.26591176
ctsc,0.172615966,0.251905311
tmem86a(2of2),0.172734634,-0.190857771
psmb5,0.172757492,0.143381753
cdca8,0.172773228,-0.212706092
entpd6(1of2),0.172775154,0.475676356
plcd4(1of2),0.172776463,-0.326259039
yif1a,0.172791605,-0.143860014
tcerg1l(1of2),0.172947858,-0.147526085
sin3b,0.173015028,0.158705891
c19orf43,0.173107336,0.144063466
smarca2(2of2),0.173107891,-0.143265937
arpp19(2of2),0.173139142,0.250549347
ubxn2a,0.173239532,0.216545825
slc35a4,0.173276909,0.204330541
ndrg4,0.173336462,0.266892186
lect2,0.173339413,-0.363491748
nrg1,0.17336336,0.260640235
casr(8of74),0.173460179,-0.360931305
mt_atp8,0.173506019,0.168705574
cpne4(1of2),0.173516389,0.911545647
rpl3,0.173527248,0.149701302
lamb1(2of4),0.173765475,-0.175249478
camsap2(2of2),0.173823949,-0.20508223
tsr2,0.173834256,0.152809651
n4bp1(2of2),0.173860512,-0.191870465
sptan1(14of23),0.173975177,-0.143645507
anln(1of2),0.173991959,-0.220788151
phf13(1of2),0.174062764,-0.163463909
arhgap26,0.174079421,-0.166408177
myo15a(3of6),0.174219011,-0.378628165
deaf1,0.174320916,-0.226381554
ccdc6,0.174330989,0.143303757
srsf3(1of2),0.174418706,0.142701396
gatsl2,0.174601266,-0.147605204
twist2(1of5),0.174760972,0.155116276
gpr158(1of2),0.174782711,-0.179712544
znf510,0.174906543,0.2153521
avp(1of2),0.174961137,-0.451385345
stil,0.17500197,-0.24558229
ube2g1(1of2),0.175007427,-0.143743691
capn1(2of3),0.175109868,-0.204069716
nek9,0.175255168,0.217168597
dvl3(1of2),0.175286919,0.156698215
ccnh,0.175315453,0.172563878
mrpl23,0.175356697,0.142835563
cryz,0.175359157,-0.185011435
slc36a1,0.175421111,-0.258692393
mapk12(1of3),0.175424477,0.194185687
fuom,0.175473485,-0.294034374
tomm34,0.175507547,0.154384946
slc25a32,0.175556246,0.22490578
klhl40(2of2),0.175559652,-0.31228861
trim25(1of8),0.175631408,-0.272671234
fzd3(4of4),0.175690115,0.502050782
atg4b,0.175787081,0.144398632
plxdc2(1of2),0.175810427,0.167406326
serpinh1,0.175882166,-0.180628636
mib2(3of3),0.175978029,-0.280111214
etv4,0.176018116,-0.173443878
ctdspl(2of2),0.176051063,0.142279378
keap1(2of2),0.176130468,0.227947337
bri3bp,0.176220876,0.149016751
znf292(2of2),0.176237833,-0.19986865
taco1,0.176247508,0.142230362
znf235(12of148),0.176325248,-0.179396727
tpm3(2of4),0.176499313,-0.221606227
clec4f,0.17654662,-0.387475856
lima1(1of2),0.176653691,0.166053347
parg(1of3),0.176691214,0.144107712
rpl22(2of2),0.176712488,-0.241220252
tbx4,0.176782848,-0.250576127
ndufv2,0.176965996,0.195867007
frmpd1(2of2),0.176972442,-0.234093734
stat3(2of2),0.177178232,0.153944503
LOC107394519,0.177197323,-0.227450463
armc4(3of3),0.17723305,-0.297052921
sptbn1(2of6),0.177291383,-0.18406446
pgm3,0.177381297,0.186077249
cyp11a1(2of2),0.17739466,-0.261902969
mrc1(1of18),0.17742537,-0.187943445
ercc6,0.177508535,-0.238361791
stx1a,0.177570566,-0.275940223
lrp1(2of2),0.177723924,-0.141965295
nasp(1of2),0.177761402,0.203216174
fam101b,0.177783981,0.240706539
znf235(38of148),0.177841254,0.142305004
nwd2(1of2),0.178064429,0.148231152
foxp1(1of3),0.17809679,-0.261374622
fem1c(2of2),0.178116381,0.19046679
znf235(140of148),0.178175854,-0.193180496
abhd3(1of2),0.178217543,-0.345508835
LOC107390443,0.178287047,0.607023753
gigyf2(2of2),0.178455637,-0.177067163
evx1(1of2),0.178559967,-0.312796564
rgl1(2of4),0.178619169,-0.172880992
lcmt1,0.178646878,-0.158592259
alkbh7,0.17882727,0.208962355
smtnl2(1of3),0.178829144,0.20724916
lamtor4,0.178940681,-0.145288619
wdr20(2of3),0.178987083,0.229893949
cerk(2of3),0.179096172,-0.195138049
prkrir(2of5),0.179137423,0.214576064
gin1(6of10),0.179148183,-0.195036929
acox3,0.179176365,-0.218057993
fsd1,0.179181975,0.16815062
l3hypdh,0.179211311,-0.263744296
csde1(2of2),0.179230654,-0.218051538
LOC107379082,0.179272595,-0.163747272
elac2,0.179304275,-0.149932907
zbed5(10of11),0.179356846,-0.267295262
hk2(1of3),0.179409711,-0.146305552
ttc16,0.179606477,-0.272855713
prdm5(2of2),0.179624062,-0.275390838
tom1l2(2of2),0.179698342,-0.155863677
nudt5,0.179704823,0.189335249
c4b,0.17972384,-0.299878536
LOC107374330,0.179772548,-0.476568064
manbal,0.179773616,0.228336778
kcnk5(2of2),0.179844675,0.289706219
themis2,0.179852,-0.234853841
pgbd4(7of12),0.179934304,0.287920375
poc1b(1of2),0.179984463,0.449005274
asap3,0.180069044,-0.168998938
khdc3,0.180073775,-0.472967263
bivm,0.180107229,0.147867315
rgr(1of2),0.180162347,0.296177265
mrpl19,0.180287203,0.15932958
lgalsl(3of3),0.180323806,-0.152964979
eif2ak1,0.180417441,0.178081785
spns1(1of2),0.180433017,0.243584329
eef1d(2of2),0.180521705,0.143135471
LOC107395009,0.180539938,-0.21676064
pik3r1(2of2),0.180691043,0.146203759
c15orf40,0.18076215,-0.274639975
clip1(1of2),0.180769405,-0.283833669
tmod4,0.180780823,0.208318374
rps17(1of2),0.180783088,-0.157625347
pvrl4(3of4),0.180831327,0.228744208
znf235(116of148),0.180856392,0.422961494
hist1h1b(6of6),0.180978096,-0.361050377
LOC107390451,0.181000965,-0.249902949
cpsf3l,0.181003496,0.147983866
chd2,0.18107328,-0.143804178
slc26a11(2of2),0.18107599,-0.167849126
lhfpl2(2of2),0.181102464,0.167139799
ythdf1(2of2),0.181201936,0.14678207
tceb2(2of2),0.181214051,0.216650029
bin3,0.18131374,0.141368791
ippk,0.181316895,0.156406093
sh3d21,0.181488476,0.32119991
nt5c1b,0.181502711,0.21909805
LOC107372373,0.181560202,-0.254831679
znf385b,0.181611655,-0.263208336
man1b1(1of2),0.181656142,-0.250753974
tradd,0.18173505,0.174801399
cnot3(2of2),0.181812963,-0.160849544
frrs1l,0.181836993,0.304905306
arvcf(2of2),0.181844299,-0.142850763
ccnj(2of3),0.182162655,0.146809232
klhl22,0.182182354,0.215028804
dnajc5(1of4),0.18228959,-0.23751902
krt8(5of7),0.182305264,0.359746602
chst2,0.182519341,0.154741764
slc6a3(3of3),0.182813451,-0.393706891
cacna1s,0.18287878,-0.208593425
LOC107395386,0.182945478,-0.376740925
tnfsf10(1of3),0.182997747,-0.19278639
ppp1r14b(3of3),0.183080455,0.228963191
rel,0.183109235,-0.187650785
snrpf,0.183314245,0.266466173
twistnb(1of2),0.183371072,0.140331937
ssfa2,0.18338527,-0.158213941
LOC107379666,0.183391143,-0.336081012
LOC107374074,0.183490202,-0.259548402
med13,0.183601864,-0.194876498
LOC107375903,0.183659629,-0.386993262
cfl2(2of3),0.183660481,0.165898004
harbi1(21of28),0.183978123,-0.237230468
thbs2(2of2),0.183978199,-0.205461742
pcnxl4,0.184025741,0.202005004
prr5(2of2),0.184308473,0.213034479
wasf3(2of4),0.184519315,-0.272079157
hspa1l,0.184539319,0.246003243
map2k6(2of2),0.184558885,0.313620066
actc1(4of5),0.184613093,-0.171810933
cttnbp2nl(2of2),0.184670115,-0.150011476
nmrk1,0.184846697,0.221849148
yme1l1(2of2),0.184874255,-0.146043358
rtel1,0.184936924,-0.164438942
il10rb(4of4),0.184976864,-0.161418012
