GOBPID,Term
GO:0033189,response to vitamin A
GO:0007076,mitotic chromosome condensation
GO:0033631,cell-cell adhesion mediated by integrin
GO:0030207,chondroitin sulfate catabolic process
GO:0009219,pyrimidine deoxyribonucleotide metabolic process
GO:0002385,mucosal immune response
GO:0043534,blood vessel endothelial cell migration
GO:0007166,cell surface receptor signaling pathway
GO:0006082,organic acid metabolic process
GO:0045840,positive regulation of mitotic nuclear division
GO:0035909,aorta morphogenesis
GO:0036297,interstrand cross-link repair
GO:0009749,response to glucose
GO:0016055,Wnt signaling pathway
GO:0003279,cardiac septum development
GO:0072091,regulation of stem cell proliferation
GO:0016925,protein sumoylation
GO:0042307,positive regulation of protein import into nucleus
GO:0045664,regulation of neuron differentiation
GO:0046661,male sex differentiation
GO:0071624,positive regulation of granulocyte chemotaxis
GO:0002328,pro-B cell differentiation
GO:0050877,neurological system process
GO:0006353,"DNA-templated transcription, termination"
GO:0006977,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"
GO:0002312,B cell activation involved in immune response
GO:0045652,regulation of megakaryocyte differentiation
GO:0032465,regulation of cytokinesis
GO:0006929,substrate-dependent cell migration
GO:0090184,positive regulation of kidney development
GO:0072239,metanephric glomerulus vasculature development
GO:0046826,negative regulation of protein export from nucleus
GO:0009162,deoxyribonucleoside monophosphate metabolic process
GO:0002566,somatic diversification of immune receptors via somatic mutation
GO:0050650,chondroitin sulfate proteoglycan biosynthetic process
GO:0006296,"nucleotide-excision repair, DNA incision, 5'-to lesion"
GO:0033627,cell adhesion mediated by integrin
GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
GO:0048521,negative regulation of behavior
GO:0010720,positive regulation of cell development
GO:0051254,positive regulation of RNA metabolic process
GO:0035567,non-canonical Wnt signaling pathway
GO:0070507,regulation of microtubule cytoskeleton organization
GO:1901137,carbohydrate derivative biosynthetic process
GO:2000648,positive regulation of stem cell proliferation
GO:0038084,vascular endothelial growth factor signaling pathway
GO:0009262,deoxyribonucleotide metabolic process
GO:1901700,response to oxygen-containing compound
GO:0098609,cell-cell adhesion
GO:0048477,oogenesis
GO:2000058,regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process
GO:0090102,cochlea development
GO:0044273,sulfur compound catabolic process
GO:0007507,heart development
GO:0007167,enzyme linked receptor protein signaling pathway
GO:0071300,cellular response to retinoic acid
GO:0072175,epithelial tube formation
GO:0048706,embryonic skeletal system development
GO:0046660,female sex differentiation
GO:0007413,axonal fasciculation
GO:0048643,positive regulation of skeletal muscle tissue development
GO:0016572,histone phosphorylation
GO:0071174,mitotic spindle checkpoint
GO:0071622,regulation of granulocyte chemotaxis
GO:0072243,metanephric nephron epithelium development
GO:0042596,fear response
GO:0001662,behavioral fear response
GO:0002209,behavioral defense response
GO:1904591,positive regulation of protein import
GO:0031324,negative regulation of cellular metabolic process
GO:0002685,regulation of leukocyte migration
GO:0042246,tissue regeneration
GO:0051172,negative regulation of nitrogen compound metabolic process
GO:0002063,chondrocyte development
GO:0006833,water transport
GO:0071071,regulation of phospholipid biosynthetic process
GO:0021825,substrate-dependent cerebral cortex tangential migration
GO:0090288,negative regulation of cellular response to growth factor stimulus
GO:0006913,nucleocytoplasmic transport
GO:0044728,DNA methylation or demethylation
GO:0021915,neural tube development
GO:0032886,regulation of microtubule-based process
GO:0048265,response to pain
GO:0021513,spinal cord dorsal/ventral patterning
GO:0031124,mRNA 3'-end processing
GO:0071168,protein localization to chromatin
GO:0046824,positive regulation of nucleocytoplasmic transport
GO:0090022,regulation of neutrophil chemotaxis
GO:0010259,multicellular organismal aging
GO:0070986,left/right axis specification
GO:0050651,dermatan sulfate proteoglycan biosynthetic process
GO:0045911,positive regulation of DNA recombination
GO:0072173,metanephric tubule morphogenesis
GO:0021766,hippocampus development
GO:0035924,cellular response to vascular endothelial growth factor stimulus
GO:0044272,sulfur compound biosynthetic process
GO:0010634,positive regulation of epithelial cell migration
GO:0031327,negative regulation of cellular biosynthetic process
GO:0006563,L-serine metabolic process
GO:0016114,terpenoid biosynthetic process
GO:0051256,mitotic spindle midzone assembly
GO:2000543,positive regulation of gastrulation
GO:0021955,central nervous system neuron axonogenesis
GO:0042475,odontogenesis of dentin-containing tooth
GO:0051241,negative regulation of multicellular organismal process
GO:0051253,negative regulation of RNA metabolic process
GO:0001936,regulation of endothelial cell proliferation
GO:0045739,positive regulation of DNA repair
GO:0009890,negative regulation of biosynthetic process
GO:0050770,regulation of axonogenesis
GO:0051785,positive regulation of nuclear division
GO:2000179,positive regulation of neural precursor cell proliferation
GO:0030178,negative regulation of Wnt signaling pathway
GO:0003309,type B pancreatic cell differentiation
GO:0060706,cell differentiation involved in embryonic placenta development
GO:0071427,mRNA-containing ribonucleoprotein complex export from nucleus
GO:0006406,mRNA export from nucleus
GO:0010769,regulation of cell morphogenesis involved in differentiation
GO:0072527,pyrimidine-containing compound metabolic process
GO:0071156,regulation of cell cycle arrest
GO:0010632,regulation of epithelial cell migration
GO:0032526,response to retinoic acid
GO:0071214,cellular response to abiotic stimulus
GO:0048710,regulation of astrocyte differentiation
GO:0060441,epithelial tube branching involved in lung morphogenesis
GO:0010165,response to X-ray
GO:0031401,positive regulation of protein modification process
GO:0008543,fibroblast growth factor receptor signaling pathway
GO:0033993,response to lipid
GO:0030510,regulation of BMP signaling pathway
GO:1903508,positive regulation of nucleic acid-templated transcription
GO:0045893,"positive regulation of transcription, DNA-templated"
GO:1902679,negative regulation of RNA biosynthetic process
GO:0007077,mitotic nuclear envelope disassembly
GO:0030204,chondroitin sulfate metabolic process
GO:0045839,negative regulation of mitotic nuclear division
GO:0040012,regulation of locomotion
GO:0007100,mitotic centrosome separation
GO:1901166,neural crest cell migration involved in autonomic nervous system development
GO:0051307,meiotic chromosome separation
GO:0032070,regulation of deoxyribonuclease activity
GO:0051299,centrosome separation
GO:0002003,angiotensin maturation
GO:0032693,negative regulation of interleukin-10 production
GO:0043589,skin morphogenesis
GO:1903321,negative regulation of protein modification by small protein conjugation or removal
GO:0003323,type B pancreatic cell development
GO:0060972,left/right pattern formation
GO:0072087,renal vesicle development
GO:0072077,renal vesicle morphogenesis
GO:1902622,regulation of neutrophil migration
GO:0002639,positive regulation of immunoglobulin production
GO:0060113,inner ear receptor cell differentiation
GO:2000241,regulation of reproductive process
GO:0060349,bone morphogenesis
GO:0051985,negative regulation of chromosome segregation
GO:2000278,regulation of DNA biosynthetic process
GO:0007219,Notch signaling pathway
GO:0060019,radial glial cell differentiation
GO:0007140,male meiosis
GO:0000132,establishment of mitotic spindle orientation
GO:0030903,notochord development
GO:0006266,DNA ligation
GO:0010596,negative regulation of endothelial cell migration
GO:0048713,regulation of oligodendrocyte differentiation
GO:0010470,regulation of gastrulation
GO:0006220,pyrimidine nucleotide metabolic process
GO:0070198,"protein localization to chromosome, telomeric region"
GO:0007501,mesodermal cell fate specification
GO:0072216,positive regulation of metanephros development
GO:0021861,forebrain radial glial cell differentiation
GO:0070384,Harderian gland development
GO:0033563,dorsal/ventral axon guidance
GO:0060022,hard palate development
GO:0007442,hindgut morphogenesis
GO:0048631,regulation of skeletal muscle tissue growth
GO:0048633,positive regulation of skeletal muscle tissue growth
GO:0060164,regulation of timing of neuron differentiation
GO:1904385,cellular response to angiotensin
GO:0071503,response to heparin
GO:0071504,cellular response to heparin
GO:0061309,cardiac neural crest cell development involved in outflow tract morphogenesis
GO:0010838,positive regulation of keratinocyte proliferation
GO:0046602,regulation of mitotic centrosome separation
GO:0032776,DNA methylation on cytosine
GO:0003188,heart valve formation
GO:0060839,endothelial cell fate commitment
GO:0050655,dermatan sulfate proteoglycan metabolic process
GO:1902624,positive regulation of neutrophil migration
GO:0002714,positive regulation of B cell mediated immunity
GO:0002891,positive regulation of immunoglobulin mediated immune response
GO:0090023,positive regulation of neutrophil chemotaxis
GO:0003184,pulmonary valve morphogenesis
GO:0003177,pulmonary valve development
GO:0060253,negative regulation of glial cell proliferation
GO:0060973,cell migration involved in heart development
GO:0021978,telencephalon regionalization
GO:0045841,negative regulation of mitotic metaphase/anaphase transition
GO:0035767,endothelial cell chemotaxis
GO:0051306,mitotic sister chromatid separation
GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle
GO:2000816,negative regulation of mitotic sister chromatid separation
GO:0033046,negative regulation of sister chromatid segregation
GO:0033048,negative regulation of mitotic sister chromatid segregation
GO:1902680,positive regulation of RNA biosynthetic process
GO:0045597,positive regulation of cell differentiation
GO:0009308,amine metabolic process
GO:0007080,mitotic metaphase plate congression
GO:0033683,"nucleotide-excision repair, DNA incision"
